Occupation_Code,Occupation_Name,STRUCTURED_QUERY_SQL,MICROSOFT_EXCEL,MICROSOFT_OFFICE,MICROSOFT_POWERPOINT,ATLASSIAN_JIRA,SAP,OPERATING_SYSTEM,MICROSOFT_VISIO,PYTHON,NOW,MICROSOFT_SHAREPOINT,MICROSOFT_POWER_BI,TABLEAU,R,AMAZON_WEB_S_AWS,MICROSOFT_AZURE,ORACLE_CLOUD,SPEAKING,READING_COMPREHENSION,ACTIVE_LISTENING,CRITICAL_THINKING,SYSTEMS_ANALYSIS,SYSTEMS_EVALUATION,ACTIVE_LEARNING,JUDGMENT_DECISION,COMPLEX_PROBLEM_SOLVING,MONITORING,WRITING,COMPUTERS_ELECTRONICS,CUSTOMER,ENGLISH,MAMATICS,ADMINISTRATION_MANAGEMENT,EDUCATION,ECONOMICS_ACCOUNTING,ANALYTICAL_THINKING,ATTENTION_TO_DETAIL,DEPENDABILITY,COOPERATION,INTEGRITY,INITIATIVE,PERSISTENCE,INNOVATION,STRESS_TOLERANCE,ADAPTABILITY_FLEXIBILITY,INDEPENDENCE,ACHIEVEMENT_EFT,CONCERN_ORS,SELF_CONTROL,LEADERSHIP,INVESTIGATIVE,CONVENTIONAL,MICROSOFT_OUTLOOK,ENTERPRISING,SALESCE,GOOGLE_ANALYTICS,SALES_MARKETING,COMMUNICATIONS_MEDIA,ADMINISTRATIVE,ORACLE_JAVA,JAVASCRIPT,GIT,C,KUBERNETES,REACT,RESTFUL_API,LINUX,DOCKER,GOOGLE_ANGULAR,CASCADING_STYLE_SHEETS_CSS,JENKINS_CI,HYPERTEXT_MARKUP_HTML,NODE_JS,TYPESCRIPT,GITHUB,PROGRAMMING,TECHNOLOGY_DESIGN,APACHE_SPARK,APACHE_HADOOP,ENGINEERING_TECHNOLOGY,DESIGN,SCIENCE,TENSORFLOW,PYTORCH,SCIKIT_LEARN,SAS,PAS,IBM_TERRAM,MICROSOFT_POWERSHELL,ANSIBLE,BASH,TELECOMMUNICATIONS,MICROSOFT_ACTIVE_DIRECTORY,MICROSOFT_WINDOWS_SERVER,FIREWALL,UNIX,RED_HAT_ENTERPRISE_LINUX,TROUBLESHOOTING,OPERATIONS_MONITORING,SELENIUM,POSTMAN,MICROSOFT_SQL_SERVER,POSTGRESQL,INMATICA,MICROSOFT_SQL_SERVER_INTEGRATION_S_SSIS,NOSQL,MYSQL,APACHE_KAFKA,SCALA,ORACLE_PL_SQL,AMAZON_REDSHIFT,APACHE_AIRFLOW,WEB_APPLICATION,PHP,OPERATIONS_ANALYSIS,COORDINATION,TIME_MANAGEMENT,MANAGEMENT_OF_PERSONNEL_RESOURCES,DEPENDIBILITY,PERSUASION,SOCIAL_PERCEPTIVENESS,NEGOTIATION,MICROSOFT_WINDOWS,APPLE_MACOS,APPLE_IOS,REALISTIC,FIGMA,ADOBE_PHOTOSHOP,ADOBE_ILLUSTRATOR,ADOBE_CREATIVE_CLOUD,SEMRUSH,GOOGLE,GOOGLE_ADS,AHREFS_SITE_EXPLORER,SCREAMING_FROG_SEO_SPIDER,BING_ADS,WORDPRESS,MOZ_SEARCH_ENGINE_OPTIMIZATION_SEO,ADOBE_ANALYTICS,UNITY_TECHNOLOGIES_UNITY,UNREAL_TECHNOLOGY_UNREAL_ENGINE,MICROSOFT_DIRECTX,VULKAN_GRAPHICS_API,AUTODESK_MAYA,LUA,ARTISTIC,PSYCHOLOGY,ADOBE_INDESIGN,ADOBE_AFTER_EFFECTS,FINE_ARTS,Age,CGPA
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.9
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,1.0,,,,,,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0,,1.0,,,,0.0,1.0,,,,,,,,0.0,,0.0,1.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7.6
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,1.0,,,,1.0,0.0,,,,,,,,0.0,,1.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9.3
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,1.0,,1.0,,,,,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,0.0,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.1
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9.1
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6.0
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,9.2
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,,,1.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7.9
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8.2
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,1.0,,0.0,,,,,,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,,1.0,,,,0.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,1.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.4
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0,,,,1.0,1.0,,,,,,,,1.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.6
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8.1
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,0.0,,,,1.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7.1
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,1.0,,,,,,0.0,,0.0,,,,,,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,6.0
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,,,1.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,8.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.5
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,6.6
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,,1.0,,,,0.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,7.2
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,1.0,,,,,,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,0.0,1.0,,,,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7.5
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,1.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,,1.0,,,,1.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,7.7
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,1.0,,,,,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6.0
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,,,0.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,1.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6.1
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6.0
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,7.4
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8.3
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,1.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7.6
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,,0.0,,,,1.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,,,1.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,7.0
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,0.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8.7
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8.3
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,1.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,8.1
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,7.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,1.0,,0.0,,,,,,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.9
UNKNOWN_CODE,Computer Systems Engineers/Architects,1.0,,,,,,0.0,,1.0,,,,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9.6
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,1.0,,,,,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,7.4
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,1.0,,,,,,,,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.8
UNKNOWN_CODE,Computer Systems Engineers/Architects,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,0.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0
